open_time,open,high,low,close,volume
1751644800000,2500.52,2520.85,2474.24,2508.04,169980.7397
1751673600000,2508.04,2529.81,2498.63,2521.31,44193.9007
1751702400000,2521.32,2526.45,2505.35,2507.67,53590.939
1751731200000,2507.67,2522.52,2487.95,2516.41,59413.2561
1751760000000,2516.42,2526.66,2508.66,2517.85,39597.2559
1751788800000,2517.85,2570.0,2503.5,2558.72,105673.8443
1751817600000,2558.71,2605.0,2523.33,2570.35,132322.5317
1751846400000,2570.35,2590.57,2550.46,2578.34,75390.4175
1751875200000,2578.33,2588.42,2527.5,2533.81,130796.0904
1751904000000,2533.81,2557.49,2512.0,2542.29,109521.0193
1751932800000,2542.3,2563.8,2523.59,2553.42,86798.4972
1751961600000,2553.42,2600.62,2543.33,2564.68,124926.7736
1751990400000,2564.68,2628.21,2559.68,2615.25,159190.4613
1752019200000,2615.25,2647.0,2589.78,2624.86,101786.2486
1752048000000,2624.86,2674.81,2604.37,2656.83,222961.9124
1752076800000,2656.84,2795.74,2652.41,2768.74,361371.2162
1752105600000,2768.74,2823.18,2755.5,2791.09,237082.503
1752134400000,2791.08,2797.0,2758.78,2769.32,185117.9866
1752163200000,2769.32,3000.0,2769.03,2951.29,529695.5804
1752192000000,2951.29,3029.55,2913.75,2968.49,335415.2785
1752220800000,2968.81,3040.15,2939.36,2951.09,359548.233
1752249600000,2951.09,3010.39,2923.32,2958.22,211875.6574
1752278400000,2958.21,2977.94,2932.0,2962.85,102508.6495
1752307200000,2962.84,2979.78,2903.85,2916.05,162081.0166
1752336000000,2916.05,2948.0,2910.49,2943.28,84295.2216
1752364800000,2943.29,2967.97,2936.49,2962.94,61732.9703
1752393600000,2962.95,3020.31,2944.49,2992.43,163392.1573
1752422400000,2992.43,3010.65,2940.24,2972.03,132208.374
1752451200000,2972.03,3065.57,2962.81,3045.02,301398.5875
1752480000000,3045.02,3083.0,2993.2,3012.49,326938.9788
1752508800000,3012.48,3029.96,2980.97,3013.62,187215.0833
