open_time,open,high,low,close,volume
1751630400000,2549.2,2555.96,2498.36,2500.52,116758.4969
1751644800000,2500.52,2503.5,2474.24,2482.58,130796.5218
1751659200000,2482.57,2520.85,2481.21,2508.04,39184.2179
1751673600000,2508.04,2524.92,2498.63,2518.24,25534.4243
1751688000000,2518.24,2529.81,2512.63,2521.31,18659.4764
1751702400000,2521.32,2526.45,2508.83,2518.11,22957.673
1751716800000,2518.11,2521.98,2505.35,2507.67,30633.266
1751731200000,2507.67,2512.95,2487.95,2505.74,41908.6321
1751745600000,2505.73,2522.52,2498.28,2516.41,17504.624
1751760000000,2516.42,2520.84,2509.47,2514.77,16689.3617
1751774400000,2514.78,2526.66,2508.66,2517.85,22907.8942
1751788800000,2517.85,2518.44,2503.5,2516.14,24935.4266
1751803200000,2516.14,2570.0,2511.94,2558.72,80738.4177
1751817600000,2558.71,2560.81,2523.33,2541.06,46446.2339
1751832000000,2541.05,2605.0,2540.06,2570.35,85876.2978
1751846400000,2570.35,2590.57,2550.46,2577.42,43450.6801
1751860800000,2577.41,2580.64,2560.0,2578.34,31939.7374
1751875200000,2578.33,2588.42,2552.57,2562.99,42870.5631
1751889600000,2562.99,2569.12,2527.5,2533.81,87925.5273
1751904000000,2533.81,2557.49,2512.0,2543.97,82559.972
1751918400000,2543.97,2545.45,2523.33,2542.29,26961.0473
1751932800000,2542.3,2554.56,2523.59,2538.34,45379.9257
1751947200000,2538.33,2563.8,2532.0,2553.42,41418.5715
1751961600000,2553.42,2585.38,2543.33,2575.15,47897.3718
1751976000000,2575.16,2600.62,2557.86,2564.68,77029.4018
1751990400000,2564.68,2628.21,2559.68,2610.61,124670.1733
1752004800000,2610.61,2617.7,2596.85,2615.25,34520.288
1752019200000,2615.25,2626.72,2589.78,2591.75,36059.8945
1752033600000,2591.74,2647.0,2590.98,2624.86,65726.3541
1752048000000,2624.86,2630.31,2604.37,2626.43,48393.0511
1752062400000,2626.43,2674.81,2623.95,2656.83,174568.8613
1752076800000,2656.84,2795.74,2652.41,2765.01,218869.8532
1752091200000,2765.01,2783.16,2731.72,2768.74,142501.363
1752105600000,2768.74,2798.0,2755.5,2776.13,83700.9931
1752120000000,2776.13,2823.18,2765.53,2791.09,153381.5099
1752134400000,2791.08,2797.0,2772.0,2778.69,80534.4173
1752148800000,2778.69,2795.0,2758.78,2769.32,104583.5693
1752163200000,2769.32,2840.69,2769.03,2816.21,174872.027
1752177600000,2816.21,3000.0,2813.13,2951.29,354823.5534
1752192000000,2951.29,2975.0,2913.75,2969.74,129986.2632
1752206400000,2969.75,3029.55,2946.02,2968.49,205429.0153
